SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,SUBDIV_NORMAL_ANNUAL,SUBDIV_NORMAL_MONSOON,CLIMATIC_ZONE,ANNUAL_PDN,MONSOON_PDN,ANNUAL_ZSCORE,MONSOON_ZSCORE,LAG1_ANNUAL,LAG2_ANNUAL,LAG3_ANNUAL,LAG1_MONSOON,ANNUAL_MOMENTUM,ROLL3_MEAN_ANNUAL,ROLL5_MEAN_ANNUAL,ROLL5_STD_ANNUAL,DECADAL_DRIFT,WINTER_PCT,PRE_MONSOON_PCT,MONSOON_CONCENTRATION_PCT,RETREATING_MONSOON_PCT,EARLY_VS_LATE_MONSOON_RATIO,JUNE_ONSET_PDN,IMD_DROUGHT_CATEGORY,IS_DROUGHT_YEAR
KONKAN & GOA,2006,0.00,0.00,9.90,0.00,211.80,683.10,1066.20,886.40,399.90,202.40,22.50,0.00,3482.20,0.00,221.70,3035.60,224.90,2977.68,2794.14,Hyper-Pluvial,+16.94,+8.64,+1.040,+0.529,3615.80,2986.10,2842.20,3522.10,+629.70,3148.03,2875.36,425.74,-17.21,0.00,6.37,87.17,6.46,1.360,-0.79,Normal,0
KONKAN & GOA,2007,0.00,0.00,0.10,3.30,33.40,939.30,841.30,980.20,609.00,45.60,16.00,0.10,3468.30,0.00,36.80,3369.80,61.70,2977.68,2794.14,Hyper-Pluvial,+16.48,+20.60,+1.011,+1.262,3482.20,3615.80,2986.10,3035.60,-133.60,3361.37,3092.72,401.98,+38.93,0.00,1.06,97.16,1.78,1.120,+36.41,Normal,0
KONKAN & GOA,2008,0.00,0.10,31.50,0.30,11.10,798.50,766.60,833.10,551.20,57.30,0.90,2.40,3053.00,0.10,42.90,2949.40,60.60,2977.68,2794.14,Hyper-Pluvial,+2.53,+5.56,+0.155,+0.340,3468.30,3482.20,3615.80,3369.80,-13.90,3522.10,3278.92,305.66,+83.04,0.00,1.41,96.61,1.98,1.131,+15.97,Normal,0
KONKAN & GOA,2009,0.00,0.00,0.30,0.10,5.60,330.60,1271.20,292.90,387.50,307.40,121.00,0.00,2716.60,0.00,6.00,2282.20,428.40,2977.68,2794.14,Hyper-Pluvial,-8.77,-18.32,-0.538,-1.122,3053.00,3468.30,3482.20,2949.40,-415.30,3334.50,3321.08,252.42,+64.88,0.00,0.22,84.01,15.77,2.354,-51.99,Normal,0
KONKAN & GOA,2010,2.70,0.00,0.00,1.50,8.20,680.80,1405.30,850.00,531.30,190.20,106.70,1.40,3778.10,2.70,9.70,3467.40,298.30,2977.68,2794.14,Hyper-Pluvial,+26.88,+24.10,+1.650,+1.476,2716.60,3053.00,3468.30,2282.20,-336.40,3079.30,3267.18,333.84,+45.33,0.07,0.26,91.78,7.90,1.510,-1.13,Excess (Deluge),0
KONKAN & GOA,2011,0.00,0.00,0.00,3.40,1.10,857.00,1384.10,987.90,468.30,120.30,3.10,0.00,3825.20,0.00,4.50,3697.30,123.40,2977.68,2794.14,Hyper-Pluvial,+28.46,+32.32,+1.747,+1.979,3778.10,2716.60,3053.00,3467.40,+1061.50,3182.57,3299.64,371.88,+109.82,0.00,0.12,96.66,3.23,1.539,+24.46,Excess (Deluge),0
KONKAN & GOA,2012,0.00,0.00,0.00,0.60,1.10,633.00,928.50,762.50,515.30,175.10,2.30,0.00,3018.40,0.00,1.70,2839.30,177.40,2977.68,2794.14,Hyper-Pluvial,+1.37,+1.62,+0.084,+0.099,3825.20,3778.10,2716.60,3697.30,+47.10,3439.97,3368.24,426.81,+252.80,0.00,0.06,94.07,5.88,1.222,-8.07,Normal,0
KONKAN & GOA,2013,1.80,5.40,0.10,0.10,18.50,1028.30,1478.50,497.60,340.70,149.30,2.10,1.50,3523.90,7.20,18.70,3345.10,152.90,2977.68,2794.14,Hyper-Pluvial,+18.34,+19.72,+1.126,+1.207,3018.40,3825.20,3778.10,2839.30,-806.80,3540.57,3278.26,443.33,+300.91,0.20,0.53,94.93,4.34,2.990,+49.34,Normal,0
KONKAN & GOA,2014,1.30,5.30,1.80,0.70,21.30,238.20,1293.20,658.00,419.50,98.70,8.00,11.70,2757.70,6.60,23.80,2608.90,118.40,2977.68,2794.14,Hyper-Pluvial,-7.39,-6.63,-0.453,-0.406,3523.90,3018.40,3825.20,3345.10,+505.50,3455.83,3372.44,435.42,+369.08,0.24,0.86,94.60,4.29,1.421,-65.41,Normal,0
KONKAN & GOA,2015,2.70,0.00,36.80,3.60,11.30,764.00,526.50,377.30,240.90,91.40,27.30,0.00,2081.80,2.70,51.70,1908.70,118.70,2977.68,2794.14,Hyper-Pluvial,-30.09,-31.69,-1.847,-1.941,2757.70,3523.90,3018.40,2608.90,-766.20,3100.00,3380.66,423.18,+346.24,0.13,2.48,91.69,5.70,2.088,+10.95,Deficient (Moderate Drought),1
LAKSHADWEEP,1901,22.60,86.40,114.80,263.80,37.30,459.00,0.00,0.00,46.70,183.70,229.90,15.00,1459.20,109.00,415.90,505.70,428.60,1598.57,978.48,Sub-Humid Core,-8.72,-48.32,-0.525,-2.253,1598.57,1598.57,1598.57,978.48,+0.00,1598.57,1598.57,265.64,+0.00,7.47,28.50,34.66,29.37,9.829,+40.95,Normal,0
LAKSHADWEEP,1902,99.30,9.60,32.60,40.40,179.10,374.20,413.30,170.00,214.30,384.20,192.80,49.00,2158.80,108.90,252.10,1171.80,626.00,1598.57,978.48,Sub-Humid Core,+35.05,+19.76,+2.109,+0.921,1459.20,1598.57,1598.57,505.70,-139.37,1459.20,1459.20,265.64,-139.37,5.04,11.68,54.28,29.00,2.049,+14.91,Excess (Deluge),0
LAKSHADWEEP,1903,63.50,95.00,0.00,29.50,144.10,212.40,261.80,202.00,292.10,79.10,101.97,55.90,1537.37,158.50,173.60,968.30,236.97,1598.57,978.48,Sub-Humid Core,-3.83,-1.04,-0.230,-0.049,2158.80,1459.20,1598.57,1171.80,+699.60,1809.00,1809.00,349.80,+210.43,10.31,11.29,62.98,15.41,0.960,-34.77,Normal,0
LAKSHADWEEP,1904,0.00,0.00,13.50,13.20,143.30,261.30,256.00,38.90,219.90,153.60,8.30,68.90,1176.90,0.00,170.00,776.10,230.80,1598.57,978.48,Sub-Humid Core,-26.38,-20.68,-1.587,-0.964,1537.37,2158.80,1459.20,968.30,-621.43,1718.46,1718.46,313.00,+119.88,0.00,14.44,65.94,19.61,1.999,-19.76,Deficient (Moderate Drought),1
LAKSHADWEEP,1905,62.40,0.00,0.00,0.00,166.70,400.70,68.70,377.50,107.50,232.10,159.30,0.00,1574.90,62.40,166.70,954.40,391.40,1598.57,978.48,Sub-Humid Core,-1.48,-2.46,-0.089,-0.115,1176.90,1537.37,2158.80,776.10,-360.47,1624.36,1583.07,358.42,-15.51,3.96,10.58,60.60,24.85,0.968,+23.05,Normal,0
LAKSHADWEEP,1906,17.80,0.00,24.40,33.80,213.00,465.00,348.60,260.50,25.90,252.30,106.50,63.80,1811.60,17.80,271.20,1100.00,422.60,1598.57,978.48,Sub-Humid Core,+13.33,+12.42,+0.802,+0.579,1574.90,1176.90,1537.37,954.40,+398.00,1429.72,1581.43,320.60,-17.14,0.98,14.97,60.72,23.33,2.841,+42.80,Normal,0
LAKSHADWEEP,1907,60.60,49.30,0.00,123.50,77.00,241.10,199.50,165.60,25.80,176.30,292.70,47.40,1458.80,109.90,200.50,632.00,516.40,1598.57,978.48,Sub-Humid Core,-8.74,-35.41,-0.526,-1.651,1811.60,1574.90,1176.90,1100.00,+236.70,1521.13,1651.91,324.69,+21.22,7.53,13.74,43.32,35.40,2.302,-25.96,Normal,0
LAKSHADWEEP,1908,18.00,9.20,5.60,162.00,150.90,471.70,184.90,73.90,437.00,251.20,98.00,96.70,1959.10,27.20,318.50,1167.50,445.90,1598.57,978.48,Sub-Humid Core,+22.55,+19.32,+1.357,+0.901,1458.80,1811.60,1574.90,632.00,-352.80,1615.10,1511.91,204.69,-1.78,1.39,16.26,59.59,22.76,1.285,+44.85,Excess (Deluge),0
LAKSHADWEEP,1909,70.40,0.00,34.20,92.40,48.40,204.00,122.40,368.80,105.10,340.50,45.00,32.30,1463.50,70.40,175.00,800.30,417.80,1598.57,978.48,Sub-Humid Core,-8.45,-18.21,-0.508,-0.849,1959.10,1458.80,1811.60,1167.50,+500.30,1743.17,1596.26,273.22,+43.51,4.81,11.96,54.68,28.55,0.689,-37.35,Normal,0
LAKSHADWEEP,1910,2.30,0.00,32.80,34.30,201.10,340.40,155.20,292.40,301.80,317.10,171.80,0.00,1849.20,2.30,268.20,1089.80,488.90,1598.57,978.48,Sub-Humid Core,+15.68,+11.38,+0.943,+0.530,1463.50,1959.10,1458.80,800.30,-495.60,1627.13,1653.58,199.29,+23.67,0.12,14.50,58.93,26.44,0.834,+4.53,Normal,0
LAKSHADWEEP,1911,22.40,0.00,0.00,0.00,104.20,425.30,245.50,60.30,67.90,316.10,276.00,170.00,1687.70,22.40,104.20,799.00,762.10,1598.57,978.48,Sub-Humid Core,+5.58,-18.34,+0.336,-0.855,1849.20,1463.50,1959.10,1089.80,+385.70,1757.27,1708.44,207.65,+46.36,1.33,6.17,47.34,45.16,5.232,+30.61,Normal,0
LAKSHADWEEP,1912,11.40,54.60,8.10,118.60,165.10,417.80,171.70,152.20,68.90,267.80,126.20,92.50,1654.90,66.00,291.80,810.60,486.50,1598.57,978.48,Sub-Humid Core,+3.52,-17.16,+0.212,-0.800,1687.70,1849.20,1463.50,799.00,-161.50,1666.80,1683.66,201.16,+69.21,3.99,17.63,48.98,29.40,2.666,+28.30,Normal,0
LAKSHADWEEP,1913,77.00,1.80,50.30,53.40,244.00,251.80,215.50,235.50,38.60,154.30,111.40,84.90,1518.50,78.80,347.70,741.40,350.60,1598.57,978.48,Sub-Humid Core,-5.01,-24.23,-0.301,-1.130,1654.90,1687.70,1849.20,810.60,-32.80,1730.60,1722.88,170.23,+18.82,5.19,22.90,48.82,23.09,1.705,-22.67,Normal,0
LAKSHADWEEP,1914,10.40,0.00,53.30,10.20,120.70,377.10,347.50,220.40,26.50,437.00,172.00,258.90,2034.00,10.40,184.20,971.50,867.90,1598.57,978.48,Sub-Humid Core,+27.24,-0.71,+1.639,-0.033,1518.50,1654.90,1687.70,741.40,-136.40,1620.37,1634.76,135.68,+16.94,0.51,9.06,47.76,42.67,2.935,+15.80,Excess (Deluge),0
LAKSHADWEEP,1915,0.00,0.00,22.90,50.50,143.30,183.40,461.60,76.00,222.10,151.60,155.80,78.30,1545.50,0.00,216.70,943.10,385.70,1598.57,978.48,Sub-Humid Core,-3.32,-3.62,-0.200,-0.169,2034.00,1518.50,1654.90,971.50,+515.50,1735.80,1748.86,177.20,+102.65,0.00,14.02,61.02,24.96,2.164,-43.68,Normal,0
LAKSHADWEEP,1916,0.30,13.20,32.00,28.70,130.50,327.60,445.90,31.80,275.40,85.20,17.50,10.40,1398.50,13.50,191.20,1080.70,113.10,1598.57,978.48,Sub-Humid Core,-12.52,+10.45,-0.753,+0.487,1545.50,2034.00,1518.50,943.10,-488.50,1699.33,1688.12,184.31,+99.71,0.97,13.67,77.28,8.09,2.518,+0.60,Normal,0
LAKSHADWEEP,1917,33.50,68.60,41.48,43.32,103.61,215.62,248.77,228.38,195.78,181.25,153.05,106.93,1620.29,102.10,188.41,888.55,441.23,1598.57,978.48,Sub-Humid Core,+1.36,-9.19,+0.082,-0.429,1398.50,1545.50,2034.00,1080.70,-147.00,1659.33,1630.28,217.72,+58.40,6.30,11.63,54.84,27.23,1.095,-33.79,Normal,0
LAKSHADWEEP,1919,74.40,1.30,39.40,25.60,249.80,352.10,367.40,175.60,196.90,181.00,150.20,112.80,1926.50,75.70,314.80,1092.00,444.00,1598.57,978.48,Sub-Humid Core,+20.51,+11.60,+1.234,+0.541,1620.29,1398.50,1545.50,888.55,+221.79,1521.43,1623.36,217.37,+74.54,3.93,16.34,56.68,23.05,1.932,+8.13,Excess (Deluge),0
LAKSHADWEEP,1920,82.60,37.47,35.60,49.40,203.10,530.00,134.20,116.90,247.60,258.80,359.60,33.10,2088.37,120.07,288.10,1028.70,651.50,1598.57,978.48,Sub-Humid Core,+30.64,+5.13,+1.844,+0.239,1926.50,1620.29,1398.50,1092.00,+306.21,1648.43,1704.96,238.27,+71.28,5.75,13.80,49.26,31.20,1.822,+62.76,Excess (Deluge),0
LAKSHADWEEP,1921,37.60,0.00,16.80,82.40,156.30,326.20,163.70,235.50,183.04,170.30,110.30,93.00,1575.14,37.60,255.50,908.44,373.60,1598.57,978.48,Sub-Humid Core,-1.47,-7.16,-0.088,-0.334,2088.37,1926.50,1620.29,1028.70,+161.87,1878.39,1715.83,253.77,+133.77,2.39,16.22,57.67,23.72,1.170,+0.17,Normal,0
LAKSHADWEEP,1922,17.80,56.70,0.00,214.10,112.80,232.90,258.00,190.40,425.20,152.70,210.00,57.90,1928.50,74.50,326.90,1106.50,420.60,1598.57,978.48,Sub-Humid Core,+20.64,+13.08,+1.242,+0.610,1575.14,2088.37,1926.50,908.44,-513.23,1863.34,1721.76,250.04,+106.37,3.86,16.95,57.38,21.81,0.797,-28.48,Excess (Deluge),0
LAKSHADWEEP,1923,43.70,1.60,25.00,0.00,13.50,372.80,314.60,198.90,189.30,149.70,65.20,197.90,1572.20,45.30,38.50,1075.60,412.80,1598.57,978.48,Sub-Humid Core,-1.65,+9.93,-0.099,+0.463,1928.50,1575.14,2088.37,1106.50,+353.36,1864.00,1827.76,197.32,+130.45,2.88,2.45,68.41,26.26,1.771,+14.48,Normal,0
LAKSHADWEEP,1924,23.80,1.00,4.70,57.60,224.90,567.30,339.20,396.40,236.80,96.50,15.20,8.60,1972.00,24.80,287.20,1539.70,120.30,1598.57,978.48,Sub-Humid Core,+23.36,+57.36,+1.406,+2.674,1572.20,1928.50,1575.14,1075.60,-356.30,1691.95,1818.14,208.08,+122.18,1.26,14.56,78.08,6.10,1.432,+74.21,Excess (Deluge),0
LAKSHADWEEP,1925,2.30,7.50,15.50,32.60,244.20,327.50,192.30,295.30,63.50,109.30,144.90,242.00,1676.90,9.80,292.30,878.60,496.20,1598.57,978.48,Sub-Humid Core,+4.90,-10.21,+0.295,-0.476,1972.00,1572.20,1928.50,1539.70,+399.80,1824.23,1827.24,213.54,+167.53,0.58,17.43,52.39,29.59,1.449,+0.57,Normal,0
LAKSHADWEEP,1926,262.80,16.00,33.60,60.20,335.80,392.00,303.90,118.20,97.20,83.40,119.30,13.80,1836.20,278.80,429.60,911.30,216.50,1598.57,978.48,Sub-Humid Core,+14.86,-6.87,+0.895,-0.320,1676.90,1972.00,1572.20,878.60,-295.10,1740.37,1744.95,172.37,+131.82,15.18,23.40,49.63,11.79,3.231,+20.38,Normal,0
LAKSHADWEEP,1927,108.20,14.70,40.70,40.40,229.00,181.20,196.76,42.00,256.00,211.36,168.10,83.06,1571.48,122.90,310.10,675.96,462.52,1598.57,978.48,Sub-Humid Core,-1.69,-30.92,-0.102,-1.442,1836.20,1676.90,1972.00,911.30,+159.30,1828.37,1797.16,151.27,+160.89,7.82,19.73,43.01,29.43,1.268,-44.36,Normal,0
LAKSHADWEEP,1928,42.50,66.60,24.18,1.40,212.30,206.90,268.80,174.90,53.80,124.10,116.30,139.30,1431.08,109.10,237.88,704.40,379.70,1598.57,978.48,Sub-Humid Core,-10.48,-28.01,-0.631,-1.306,1571.48,1836.20,1676.90,675.96,-264.72,1694.86,1725.76,156.59,+178.18,7.62,16.62,49.22,26.53,2.080,-36.46,Normal,0
LAKSHADWEEP,1929,6.10,66.60,49.50,91.00,248.00,259.30,452.70,34.20,186.30,100.20,94.67,28.80,1617.37,72.70,388.50,932.50,223.67,1598.57,978.48,Sub-Humid Core,+1.18,-4.70,+0.071,-0.219,1431.08,1571.48,1836.20,704.40,-140.40,1612.92,1697.53,190.72,+159.26,4.49,24.02,57.66,13.83,3.229,-20.37,Normal,0
LAKSHADWEEP,1930,14.00,24.60,14.20,0.00,110.60,277.50,115.50,186.40,193.00,170.60,79.60,72.40,1258.40,38.60,124.80,772.40,322.60,1598.57,978.48,Sub-Humid Core,-21.28,-21.06,-1.281,-0.982,1617.37,1431.08,1571.48,932.50,+186.29,1539.98,1626.61,132.52,+128.35,3.07,9.92,61.38,25.64,1.036,-14.78,Deficient (Moderate Drought),1
LAKSHADWEEP,1931,31.85,0.00,0.00,28.50,194.60,262.00,290.40,347.90,167.10,102.00,118.30,96.10,1638.75,31.85,223.10,1067.40,316.40,1598.57,978.48,Sub-Humid Core,+2.51,+9.09,+0.151,+0.424,1258.40,1617.37,1431.08,772.40,-358.97,1435.62,1542.91,192.79,+45.35,1.94,13.61,65.14,19.31,1.073,-19.54,Normal,0
LAKSHADWEEP,1932,0.00,0.20,4.80,0.40,372.60,239.40,435.00,286.70,63.50,256.30,178.10,56.70,1893.70,0.20,377.80,1024.60,491.10,1598.57,978.48,Sub-Humid Core,+18.46,+4.71,+1.111,+0.220,1638.75,1258.40,1617.37,1067.40,+380.35,1504.84,1503.42,142.27,+51.71,0.01,19.95,54.11,25.93,1.926,-26.48,Normal,0
LAKSHADWEEP,1933,6.10,34.50,16.50,44.50,660.80,200.30,366.00,334.80,390.00,157.90,85.10,17.60,2314.10,40.60,721.80,1291.10,260.60,1598.57,978.48,Sub-Humid Core,+44.76,+31.95,+2.694,+1.490,1893.70,1638.75,1258.40,1024.60,+254.95,1596.95,1567.86,213.60,+48.23,1.75,31.19,55.79,11.26,0.781,-38.49,Excess (Deluge),0
LAKSHADWEEP,1934,122.30,5.70,5.10,30.80,37.40,305.10,197.10,71.40,76.30,161.50,74.90,0.30,1087.90,128.00,73.30,649.90,236.70,1598.57,978.48,Sub-Humid Core,-31.95,-33.58,-1.922,-1.566,2314.10,1893.70,1638.75,1291.10,+420.40,1948.85,1744.46,349.38,+122.42,11.77,6.74,59.74,21.76,3.400,-6.31,Deficient (Moderate Drought),1
LAKSHADWEEP,1935,9.20,7.70,0.00,41.10,15.80,351.80,309.10,277.50,136.40,142.80,145.40,92.40,1529.20,16.90,56.90,1074.80,380.60,1598.57,978.48,Sub-Humid Core,-4.34,+9.84,-0.261,+0.459,1087.90,2314.10,1893.70,649.90,-1226.20,1765.23,1638.57,440.27,+34.01,1.11,3.72,70.29,24.89,1.597,+8.03,Normal,0
LAKSHADWEEP,1936,0.50,1.00,41.10,18.80,354.80,464.20,177.10,161.10,219.10,70.10,177.10,59.20,1744.10,1.50,414.70,1021.50,306.40,1598.57,978.48,Sub-Humid Core,+9.10,+4.40,+0.548,+0.205,1529.20,1087.90,2314.10,1074.80,+441.30,1643.73,1692.73,405.45,+19.24,0.09,23.78,58.57,17.57,1.687,+42.55,Normal,0
LAKSHADWEEP,1937,8.30,2.50,1.50,15.80,79.70,371.80,391.00,80.00,101.30,167.90,191.00,32.80,1443.60,10.80,97.00,944.10,391.70,1598.57,978.48,Sub-Humid Core,-9.69,-3.51,-0.583,-0.164,1744.10,1529.20,1087.90,1021.50,+214.90,1453.73,1713.80,404.84,+10.03,0.75,6.72,65.40,27.13,4.207,+14.18,Normal,0
LAKSHADWEEP,1938,6.80,6.30,8.00,74.00,113.80,145.40,230.30,385.80,132.80,113.30,210.80,120.30,1547.60,13.10,195.80,894.30,444.40,1598.57,978.48,Sub-Humid Core,-3.19,-8.60,-0.192,-0.401,1443.60,1744.10,1529.20,944.10,-300.50,1572.30,1623.78,404.87,-2.75,0.85,12.65,57.79,28.72,0.724,-55.35,Normal,0
LAKSHADWEEP,1939,9.00,0.50,0.00,2.50,20.30,412.70,220.10,248.00,47.00,114.60,126.80,5.80,1207.30,9.50,22.80,927.80,247.20,1598.57,978.48,Sub-Humid Core,-24.48,-5.18,-1.473,-0.242,1547.60,1443.60,1744.10,894.30,+104.00,1578.43,1470.48,215.11,+8.90,0.79,1.89,76.85,20.48,2.145,+26.74,Deficient (Moderate Drought),1
LAKSHADWEEP,1940,14.80,0.40,0.00,19.20,61.40,292.50,267.20,242.00,36.40,237.70,194.30,40.80,1406.70,15.20,80.60,838.10,472.80,1598.57,978.48,Sub-Humid Core,-12.00,-14.35,-0.722,-0.669,1207.30,1547.60,1443.60,927.80,-340.30,1399.50,1494.36,174.01,-32.11,1.08,5.73,59.58,33.61,2.010,-10.18,Normal,0
LAKSHADWEEP,1941,44.40,16.50,2.70,1.00,227.60,213.30,142.00,182.40,138.50,78.10,72.90,44.00,1163.40,60.90,231.30,676.20,195.00,1598.57,978.48,Sub-Humid Core,-27.22,-30.89,-1.638,-1.441,1406.70,1207.30,1547.60,838.10,+199.40,1387.20,1469.86,175.99,-17.28,5.23,19.88,58.12,16.76,1.107,-34.50,Deficient (Moderate Drought),1
LAKSHADWEEP,1942,40.00,3.80,15.10,69.10,154.10,539.70,346.60,207.30,90.10,120.50,39.20,160.70,1786.20,43.80,238.30,1183.70,320.40,1598.57,978.48,Sub-Humid Core,+11.74,+20.97,+0.706,+0.978,1163.40,1406.70,1207.30,676.20,-243.30,1259.13,1353.72,145.70,-64.81,2.45,13.34,66.27,17.94,2.980,+65.74,Normal,0
LAKSHADWEEP,1943,112.60,57.40,0.00,59.08,146.00,422.30,346.00,203.10,154.80,309.30,142.80,55.50,2008.88,170.00,205.08,1126.20,507.60,1598.57,978.48,Sub-Humid Core,+25.67,+15.10,+1.545,+0.704,1786.20,1163.40,1406.70,1183.70,+622.80,1452.10,1422.24,228.74,-75.56,8.46,10.21,56.06,25.27,2.147,+29.68,Excess (Deluge),0
LAKSHADWEEP,1944,25.40,67.90,5.80,16.60,174.50,261.40,247.30,99.10,272.60,175.90,234.90,86.70,1668.10,93.30,196.90,880.40,497.50,1598.57,978.48,Sub-Humid Core,+4.35,-10.02,+0.262,-0.467,2008.88,1786.20,1163.40,1126.20,+222.68,1652.83,1514.50,330.91,-106.09,5.59,11.80,52.78,29.82,1.369,-19.73,Normal,0
LAKSHADWEEP,1945,16.80,1.30,0.00,0.90,54.20,362.00,341.00,148.80,42.80,132.80,155.10,65.60,1321.30,18.10,55.10,894.60,353.50,1598.57,978.48,Sub-Humid Core,-17.35,-8.57,-1.044,-0.400,1668.10,2008.88,1786.20,880.40,-340.78,1821.06,1606.66,294.70,-48.07,1.37,4.17,67.71,26.75,3.669,+11.17,Normal,0
LAKSHADWEEP,1946,15.70,1.50,9.50,32.00,97.95,212.79,247.36,227.68,195.43,181.08,152.96,73.67,1447.62,17.20,139.45,883.26,407.71,1598.57,978.48,Sub-Humid Core,-9.44,-9.73,-0.568,-0.454,1321.30,1668.10,2008.88,894.60,-346.80,1666.09,1589.58,307.97,-68.86,1.19,9.63,61.01,28.16,1.088,-34.65,Normal,0
LAKSHADWEEP,1947,20.10,9.10,24.30,140.20,87.90,364.80,303.60,504.60,168.80,74.20,28.40,29.90,1755.90,29.20,252.40,1341.80,132.50,1598.57,978.48,Sub-Humid Core,+9.84,+37.13,+0.592,+1.731,1447.62,1321.30,1668.10,883.26,+126.32,1479.01,1646.42,243.56,-98.50,1.66,14.37,76.42,7.55,0.993,+12.03,Normal,0
LAKSHADWEEP,1948,70.00,5.70,0.20,17.20,121.00,278.50,159.00,124.80,39.50,356.70,118.50,34.20,1325.30,75.70,138.40,601.80,509.40,1598.57,978.48,Sub-Humid Core,-17.09,-38.50,-1.029,-1.795,1755.90,1447.62,1321.30,1341.80,+308.28,1508.27,1640.36,240.36,-67.27,5.71,10.44,45.41,38.44,2.663,-14.48,Normal,0
LAKSHADWEEP,1949,2.20,1.00,0.00,2.40,372.50,380.50,476.70,242.50,188.50,80.10,84.65,8.80,1839.85,3.20,374.90,1288.20,173.55,1598.57,978.48,Sub-Humid Core,+15.09,+31.65,+0.908,+1.476,1325.30,1755.90,1447.62,601.80,-430.60,1509.61,1503.64,178.25,-89.50,0.17,20.38,70.02,9.43,1.989,+16.85,Normal,0
LAKSHADWEEP,1950,8.50,38.70,25.10,69.90,158.60,203.10,405.00,266.50,135.30,52.70,31.00,99.70,1494.10,47.20,253.60,1009.90,183.40,1598.57,978.48,Sub-Humid Core,-6.54,+3.21,-0.393,+0.150,1839.85,1325.30,1755.90,1288.20,+514.55,1640.35,1537.99,218.61,-26.25,3.16,16.97,67.59,12.27,1.513,-37.63,Normal,0
LAKSHADWEEP,1951,24.30,28.90,35.30,129.90,108.40,445.10,524.20,43.70,156.00,68.60,103.60,47.30,1715.30,53.20,273.60,1169.00,219.50,1598.57,978.48,Sub-Humid Core,+7.30,+19.47,+0.439,+0.908,1494.10,1839.85,1325.30,1009.90,-345.75,1553.08,1572.55,193.89,-17.51,3.10,15.95,68.15,12.80,4.854,+36.69,Normal,0
LAKSHADWEEP,1952,21.30,11.20,0.80,11.60,152.40,343.50,157.90,79.60,38.30,273.00,12.20,22.70,1124.50,32.50,164.80,619.30,307.90,1598.57,978.48,Sub-Humid Core,-29.66,-36.71,-1.785,-1.712,1715.30,1494.10,1839.85,1169.00,+221.20,1683.08,1626.09,188.89,+37.68,2.89,14.66,55.07,27.38,4.253,+5.49,Deficient (Moderate Drought),1
LAKSHADWEEP,1953,10.40,40.80,9.30,35.00,15.30,205.80,537.00,69.40,125.50,452.40,95.60,9.70,1606.20,51.20,59.60,937.70,557.70,1598.57,978.48,Sub-Humid Core,+0.48,-4.17,+0.029,-0.194,1124.50,1715.30,1494.10,619.30,-590.80,1444.63,1499.81,258.23,-28.49,3.19,3.71,58.38,34.72,3.811,-36.80,Normal,0
LAKSHADWEEP,1954,74.10,0.00,14.60,39.80,122.30,375.20,259.50,232.90,123.50,256.20,34.10,23.30,1555.50,74.10,176.70,991.10,313.60,1598.57,978.48,Sub-Humid Core,-2.69,+1.29,-0.162,+0.060,1606.20,1124.50,1715.30,937.70,+481.70,1482.00,1555.99,244.33,-68.76,4.76,11.36,63.72,20.16,1.781,+15.22,Normal,0
LAKSHADWEEP,1955,11.40,39.10,0.00,105.40,235.20,345.50,215.40,63.20,302.50,155.90,61.20,13.50,1548.30,50.50,340.60,926.60,230.60,1598.57,978.48,Sub-Humid Core,-3.14,-5.30,-0.189,-0.247,1555.50,1606.20,1124.50,991.10,-50.70,1428.73,1499.12,200.87,-80.02,3.26,22.00,59.85,14.89,1.534,+6.10,Normal,0
LAKSHADWEEP,1956,13.60,27.70,1.30,40.80,269.50,356.10,109.80,91.60,148.00,175.60,48.50,4.90,1287.40,41.30,311.60,705.50,229.00,1598.57,978.48,Sub-Humid Core,-19.47,-27.90,-1.171,-1.301,1548.30,1555.50,1606.20,926.60,-7.20,1570.00,1509.96,201.77,-57.32,3.21,24.20,54.80,17.79,1.944,+9.35,Deficient (Moderate Drought),1
LAKSHADWEEP,1957,0.90,11.40,34.60,23.70,195.60,309.90,129.10,149.60,47.50,215.20,198.50,31.20,1347.20,12.30,253.90,636.10,444.90,1598.57,978.48,Sub-Humid Core,-15.72,-34.99,-0.946,-1.632,1287.40,1548.30,1555.50,705.50,-260.90,1463.73,1424.38,186.71,-73.34,0.91,18.85,47.22,33.02,2.227,-4.83,Normal,0
LAKSHADWEEP,1958,0.20,1.60,0.00,8.00,116.00,269.40,84.50,238.20,54.00,133.40,51.10,36.20,992.60,1.80,124.00,646.10,220.70,1598.57,978.48,Sub-Humid Core,-37.91,-33.97,-2.281,-1.584,1347.20,1287.40,1548.30,636.10,+59.80,1394.30,1468.92,126.81,-114.21,0.18,12.49,65.09,22.23,1.211,-17.27,Deficient (Moderate Drought),1
LAKSHADWEEP,1959,15.00,0.00,8.00,51.60,320.50,337.70,205.80,151.20,183.20,183.80,97.80,29.00,1583.60,15.00,380.10,877.90,310.60,1598.57,978.48,Sub-Humid Core,-0.94,-10.28,-0.056,-0.479,992.60,1347.20,1287.40,646.10,-354.60,1209.07,1346.20,206.47,-147.48,0.95,24.00,55.44,19.61,1.625,+3.70,Normal,0
